country,station_code,station_name,station_latitude,station_longitude,station_governance,region1,region2,year,species,sex,determinand,matrix,basis,value,unit,qflag,limit_detection,limit_quantification,uncertainty,unit_uncertainty,sampleID,series_subroup,source
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1994,Salvelinus alpinus,,LNMEA,WO,,27,cm,,,,20,%,SW-ABJ-0132,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1994,Salvelinus alpinus,,LNMEA,WO,,22.5,cm,,,,20,%,SW-ABJ-0133,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1994,Salvelinus alpinus,,LNMEA,WO,,24.8,cm,,,,20,%,SW-ABJ-0134,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1994,Salvelinus alpinus,,LNMEA,WO,,22.8,cm,,,,20,%,SW-ABJ-0135,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1994,Salvelinus alpinus,,LNMEA,WO,,22.5,cm,,,,20,%,SW-ABJ-0136,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1994,Salvelinus alpinus,,LNMEA,WO,,25.6,cm,,,,20,%,SW-ABJ-0137,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1994,Salvelinus alpinus,,LNMEA,WO,,25,cm,,,,20,%,SW-ABJ-0138,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1994,Salvelinus alpinus,,LNMEA,WO,,22.2,cm,,,,20,%,SW-ABJ-0139,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1994,Salvelinus alpinus,,LNMEA,WO,,22.9,cm,,,,20,%,SW-ABJ-0140,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1995,Salvelinus alpinus,,LNMEA,WO,,27.1,cm,,,,20,%,SW-ABJ-0141,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1995,Salvelinus alpinus,,LNMEA,WO,,21.1,cm,,,,20,%,SW-ABJ-0142,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1995,Salvelinus alpinus,,LNMEA,WO,,23.2,cm,,,,20,%,SW-ABJ-0143,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1995,Salvelinus alpinus,,LNMEA,WO,,23.9,cm,,,,20,%,SW-ABJ-0144,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1995,Salvelinus alpinus,,LNMEA,WO,,18.8,cm,,,,20,%,SW-ABJ-0145,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1995,Salvelinus alpinus,,LNMEA,WO,,21.4,cm,,,,20,%,SW-ABJ-0146,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1995,Salvelinus alpinus,,LNMEA,WO,,22.5,cm,,,,20,%,SW-ABJ-0147,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1995,Salvelinus alpinus,,LNMEA,WO,,24.3,cm,,,,20,%,SW-ABJ-0148,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1995,Salvelinus alpinus,,LNMEA,WO,,21.3,cm,,,,20,%,SW-ABJ-0149,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1995,Salvelinus alpinus,,LNMEA,WO,,19.6,cm,,,,20,%,SW-ABJ-0150,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1996,Salvelinus alpinus,,LNMEA,WO,,30.5,cm,,,,20,%,SW-ABJ-0151,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1996,Salvelinus alpinus,,LNMEA,WO,,24.5,cm,,,,20,%,SW-ABJ-0152,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1996,Salvelinus alpinus,,LNMEA,WO,,25.7,cm,,,,20,%,SW-ABJ-0153,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1996,Salvelinus alpinus,,LNMEA,WO,,29.3,cm,,,,20,%,SW-ABJ-0154,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1996,Salvelinus alpinus,,LNMEA,WO,,31.7,cm,,,,20,%,SW-ABJ-0155,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1996,Salvelinus alpinus,,LNMEA,WO,,25.7,cm,,,,20,%,SW-ABJ-0156,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1996,Salvelinus alpinus,,LNMEA,WO,,24.8,cm,,,,20,%,SW-ABJ-0157,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1996,Salvelinus alpinus,,LNMEA,WO,,24.3,cm,,,,20,%,SW-ABJ-0158,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1996,Salvelinus alpinus,,LNMEA,WO,,26.9,cm,,,,20,%,SW-ABJ-0159,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1996,Salvelinus alpinus,,LNMEA,WO,,29.7,cm,,,,20,%,SW-ABJ-0160,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1997,Salvelinus alpinus,,LNMEA,WO,,25.2,cm,,,,20,%,SW-ABJ-0161,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1997,Salvelinus alpinus,,LNMEA,WO,,23.5,cm,,,,20,%,SW-ABJ-0162,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1997,Salvelinus alpinus,,LNMEA,WO,,23.3,cm,,,,20,%,SW-ABJ-0163,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1997,Salvelinus alpinus,,LNMEA,WO,,22.6,cm,,,,20,%,SW-ABJ-0164,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1997,Salvelinus alpinus,,LNMEA,WO,,28.4,cm,,,,20,%,SW-ABJ-0165,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1997,Salvelinus alpinus,,LNMEA,WO,,27.5,cm,,,,20,%,SW-ABJ-0166,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1997,Salvelinus alpinus,,LNMEA,WO,,28.3,cm,,,,20,%,SW-ABJ-0167,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1997,Salvelinus alpinus,,LNMEA,WO,,21.2,cm,,,,20,%,SW-ABJ-0168,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1997,Salvelinus alpinus,,LNMEA,WO,,24.3,cm,,,,20,%,SW-ABJ-0169,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1997,Salvelinus alpinus,,LNMEA,WO,,25,cm,,,,20,%,SW-ABJ-0170,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1998,Salvelinus alpinus,,LNMEA,WO,,27.5,cm,,,,20,%,SW-ABJ-0171,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1998,Salvelinus alpinus,,LNMEA,WO,,27.5,cm,,,,20,%,SW-ABJ-0172,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1998,Salvelinus alpinus,,LNMEA,WO,,27,cm,,,,20,%,SW-ABJ-0173,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1998,Salvelinus alpinus,,LNMEA,WO,,29,cm,,,,20,%,SW-ABJ-0174,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1998,Salvelinus alpinus,,LNMEA,WO,,27.5,cm,,,,20,%,SW-ABJ-0175,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1998,Salvelinus alpinus,,LNMEA,WO,,27,cm,,,,20,%,SW-ABJ-0176,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1998,Salvelinus alpinus,,LNMEA,WO,,27,cm,,,,20,%,SW-ABJ-0177,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1998,Salvelinus alpinus,,LNMEA,WO,,28.5,cm,,,,20,%,SW-ABJ-0178,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1998,Salvelinus alpinus,,LNMEA,WO,,29.5,cm,,,,20,%,SW-ABJ-0179,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1998,Salvelinus alpinus,,LNMEA,WO,,28.5,cm,,,,20,%,SW-ABJ-0180,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2000,Salvelinus alpinus,M,LNMEA,WO,,29,cm,,,,20,%,SW-ABJ-0181,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2000,Salvelinus alpinus,M,LNMEA,WO,,30,cm,,,,20,%,SW-ABJ-0182,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2000,Salvelinus alpinus,M,LNMEA,WO,,28,cm,,,,20,%,SW-ABJ-0183,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2000,Salvelinus alpinus,M,LNMEA,WO,,32,cm,,,,20,%,SW-ABJ-0184,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2000,Salvelinus alpinus,F,LNMEA,WO,,29,cm,,,,20,%,SW-ABJ-0185,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2000,Salvelinus alpinus,M,LNMEA,WO,,29,cm,,,,20,%,SW-ABJ-0186,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2000,Salvelinus alpinus,F,LNMEA,WO,,28,cm,,,,20,%,SW-ABJ-0187,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2000,Salvelinus alpinus,F,LNMEA,WO,,30,cm,,,,20,%,SW-ABJ-0188,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2000,Salvelinus alpinus,M,LNMEA,WO,,31,cm,,,,20,%,SW-ABJ-0189,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2000,Salvelinus alpinus,M,LNMEA,WO,,27,cm,,,,20,%,SW-ABJ-0190,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2001,Salvelinus alpinus,F,LNMEA,WO,,28,cm,,,,20,%,SW-ABJ-0191,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2001,Salvelinus alpinus,M,LNMEA,WO,,30,cm,,,,20,%,SW-ABJ-0192,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2001,Salvelinus alpinus,M,LNMEA,WO,,27,cm,,,,20,%,SW-ABJ-0193,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2001,Salvelinus alpinus,M,LNMEA,WO,,31,cm,,,,20,%,SW-ABJ-0194,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2001,Salvelinus alpinus,M,LNMEA,WO,,34,cm,,,,20,%,SW-ABJ-0195,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2001,Salvelinus alpinus,M,LNMEA,WO,,33,cm,,,,20,%,SW-ABJ-0196,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2001,Salvelinus alpinus,F,LNMEA,WO,,35,cm,,,,20,%,SW-ABJ-0197,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2001,Salvelinus alpinus,F,LNMEA,WO,,33,cm,,,,20,%,SW-ABJ-0198,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2001,Salvelinus alpinus,M,LNMEA,WO,,24,cm,,,,20,%,SW-ABJ-0199,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2001,Salvelinus alpinus,M,LNMEA,WO,,23,cm,,,,20,%,SW-ABJ-0200,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2002,Salvelinus alpinus,F,LNMEA,WO,,39,cm,,,,20,%,SW-ABJ-0201,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2002,Salvelinus alpinus,F,LNMEA,WO,,35,cm,,,,20,%,SW-ABJ-0202,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2002,Salvelinus alpinus,F,LNMEA,WO,,32,cm,,,,20,%,SW-ABJ-0203,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2002,Salvelinus alpinus,F,LNMEA,WO,,33,cm,,,,20,%,SW-ABJ-0204,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2002,Salvelinus alpinus,F,LNMEA,WO,,32,cm,,,,20,%,SW-ABJ-0205,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2002,Salvelinus alpinus,F,LNMEA,WO,,37,cm,,,,20,%,SW-ABJ-0206,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2002,Salvelinus alpinus,M,LNMEA,WO,,33,cm,,,,20,%,SW-ABJ-0207,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2002,Salvelinus alpinus,M,LNMEA,WO,,34,cm,,,,20,%,SW-ABJ-0208,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2002,Salvelinus alpinus,F,LNMEA,WO,,30,cm,,,,20,%,SW-ABJ-0209,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2002,Salvelinus alpinus,M,LNMEA,WO,,35,cm,,,,20,%,SW-ABJ-0210,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2003,Salvelinus alpinus,M,LNMEA,WO,,29,cm,,,,20,%,SW-ABJ-0211,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2003,Salvelinus alpinus,M,LNMEA,WO,,30,cm,,,,20,%,SW-ABJ-0212,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2003,Salvelinus alpinus,M,LNMEA,WO,,27,cm,,,,20,%,SW-ABJ-0213,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2003,Salvelinus alpinus,M,LNMEA,WO,,29,cm,,,,20,%,SW-ABJ-0214,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2003,Salvelinus alpinus,M,LNMEA,WO,,30,cm,,,,20,%,SW-ABJ-0215,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2003,Salvelinus alpinus,M,LNMEA,WO,,28,cm,,,,20,%,SW-ABJ-0216,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2003,Salvelinus alpinus,M,LNMEA,WO,,29,cm,,,,20,%,SW-ABJ-0217,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2003,Salvelinus alpinus,M,LNMEA,WO,,28,cm,,,,20,%,SW-ABJ-0218,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2003,Salvelinus alpinus,M,LNMEA,WO,,28,cm,,,,20,%,SW-ABJ-0219,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2003,Salvelinus alpinus,M,LNMEA,WO,,28,cm,,,,20,%,SW-ABJ-0220,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2004,Salvelinus alpinus,F,LNMEA,WO,,32,cm,,,,20,%,SW-ABJ-0221,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2004,Salvelinus alpinus,M,LNMEA,WO,,30,cm,,,,20,%,SW-ABJ-0222,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2004,Salvelinus alpinus,M,LNMEA,WO,,31,cm,,,,20,%,SW-ABJ-0223,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2004,Salvelinus alpinus,F,LNMEA,WO,,31,cm,,,,20,%,SW-ABJ-0224,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2004,Salvelinus alpinus,M,LNMEA,WO,,29,cm,,,,20,%,SW-ABJ-0225,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2004,Salvelinus alpinus,M,LNMEA,WO,,32,cm,,,,20,%,SW-ABJ-0226,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2004,Salvelinus alpinus,M,LNMEA,WO,,32,cm,,,,20,%,SW-ABJ-0227,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2004,Salvelinus alpinus,M,LNMEA,WO,,32,cm,,,,20,%,SW-ABJ-0228,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2004,Salvelinus alpinus,M,LNMEA,WO,,31,cm,,,,20,%,SW-ABJ-0229,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2004,Salvelinus alpinus,F,LNMEA,WO,,36,cm,,,,20,%,SW-ABJ-0230,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2005,Salvelinus alpinus,M,LNMEA,WO,,32,cm,,,,20,%,SW-ABJ-0231,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2005,Salvelinus alpinus,M,LNMEA,WO,,32,cm,,,,20,%,SW-ABJ-0232,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2005,Salvelinus alpinus,F,LNMEA,WO,,39,cm,,,,20,%,SW-ABJ-0233,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2005,Salvelinus alpinus,F,LNMEA,WO,,30,cm,,,,20,%,SW-ABJ-0234,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2005,Salvelinus alpinus,M,LNMEA,WO,,33,cm,,,,20,%,SW-ABJ-0235,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2005,Salvelinus alpinus,M,LNMEA,WO,,33,cm,,,,20,%,SW-ABJ-0236,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2005,Salvelinus alpinus,F,LNMEA,WO,,33,cm,,,,20,%,SW-ABJ-0237,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2005,Salvelinus alpinus,F,LNMEA,WO,,34,cm,,,,20,%,SW-ABJ-0238,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2005,Salvelinus alpinus,M,LNMEA,WO,,34,cm,,,,20,%,SW-ABJ-0239,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2005,Salvelinus alpinus,M,LNMEA,WO,,34,cm,,,,20,%,SW-ABJ-0240,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2006,Salvelinus alpinus,,LNMEA,WO,,19.2,cm,,,,20,%,SW-ABJ-0241,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2006,Salvelinus alpinus,,LNMEA,WO,,20.1,cm,,,,20,%,SW-ABJ-0242,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2006,Salvelinus alpinus,,LNMEA,WO,,22.1,cm,,,,20,%,SW-ABJ-0243,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2006,Salvelinus alpinus,,LNMEA,WO,,23.6,cm,,,,20,%,SW-ABJ-0244,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2006,Salvelinus alpinus,,LNMEA,WO,,23,cm,,,,20,%,SW-ABJ-0245,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2006,Salvelinus alpinus,,LNMEA,WO,,27,cm,,,,20,%,SW-ABJ-0246,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2006,Salvelinus alpinus,,LNMEA,WO,,31,cm,,,,20,%,SW-ABJ-0247,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2006,Salvelinus alpinus,,LNMEA,WO,,19.6,cm,,,,20,%,SW-ABJ-0248,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2007,Salvelinus alpinus,F,LNMEA,WO,,34.9,cm,,,,20,%,SW-ABJ-0249,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2007,Salvelinus alpinus,F,LNMEA,WO,,38.9,cm,,,,20,%,SW-ABJ-0250,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2007,Salvelinus alpinus,F,LNMEA,WO,,32,cm,,,,20,%,SW-ABJ-0251,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2007,Salvelinus alpinus,M,LNMEA,WO,,39,cm,,,,20,%,SW-ABJ-0252,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2007,Salvelinus alpinus,F,LNMEA,WO,,34.5,cm,,,,20,%,SW-ABJ-0253,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2007,Salvelinus alpinus,M,LNMEA,WO,,32.3,cm,,,,20,%,SW-ABJ-0254,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2007,Salvelinus alpinus,M,LNMEA,WO,,32.3,cm,,,,20,%,SW-ABJ-0255,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2007,Salvelinus alpinus,F,LNMEA,WO,,34,cm,,,,20,%,SW-ABJ-0256,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2007,Salvelinus alpinus,F,LNMEA,WO,,36,cm,,,,20,%,SW-ABJ-0257,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2007,Salvelinus alpinus,F,LNMEA,WO,,31.5,cm,,,,20,%,SW-ABJ-0258,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2008,Salvelinus alpinus,M,LNMEA,WO,,26.5,cm,,,,20,%,SW-ABJ-0259,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,2008,Salvelinus alpinus,F,LNMEA,WO,,29.5,cm,,,,20,%,SW-ABJ-0260,,SuzanneF
